# source_page	target	reason	branch	measure
# page-map v2 - GENERIERT von page-structure-advice.py v1.3.0, REVIEWED und korrigiert 2026-08-28 (Session-Agent):
#   Anker mechanisch aus subject:-Frontmatter der Quellseiten aufgeloest; Familien-Index -> profiles.md-Sektionen;
#   Terminologien -> value-sets (code-systems per M9 entfernt); UML -> uml-diagrams (Template-Seite); Leerseiten RETIRED.
#   Menschliche Endabnahme der Map: Gate B (②-Queue).
MIIIGModulLungenfunktion/Index.page.md	input/pagecontent/index.md	an agreed page already owns the concern	3	agreed page 'index' (Impressum/Kontakt/Copyright bleiben auf Home)
MIIIGModulLungenfunktion/BeschreibungModul.page.md	input/pagecontent/index.md	semantic home per routing-table	3	beschreibungmodul -> index
MIIIGModulLungenfunktion/Release-Notes.page.md	input/pagecontent/changes.md	semantic home per routing-table	3	releasenotes -> changes
MIIIGModulLungenfunktion/KontextimGesamtprojektBezgezuanderenModulen.page.md	input/pagecontent/implementer-guidance.md	semantic home per routing-table	3	kontext -> implementer-guidance
MIIIGModulLungenfunktion/Referenzen.page.md	input/pagecontent/implementer-guidance.md	semantic home per routing-table	3	referenzen -> implementer-guidance (Abschnitt Referenzen)
MIIIGModulLungenfunktion/AnwendungsflleInformationsmodell/Index.page.md	RETIRED	Leerseite ('Diese Seite wurde absichtlich leer gelassen') - Containerfunktion uebernimmt das Menue	5	REVIEWED: 0 Textlaeufe ausser Ueberschrift
MIIIGModulLungenfunktion/AnwendungsflleInformationsmodell/BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	input/pagecontent/guidance.md	semantic home per routing-table	3	szenarien -> guidance
MIIIGModulLungenfunktion/AnwendungsflleInformationsmodell/Datensaetze_inkl._Beschreibungen.page.md	input/pagecontent/logical-models.md	semantic home per routing-table	3	datensaetze -> logical-models
MIIIGModulLungenfunktion/AnwendungsflleInformationsmodell/UML/Index.page.md	input/pagecontent/uml-diagrams.md	an agreed page already owns the concern (Template-Seite uml-diagrams)	3	REVIEWED: statt eigener Seite uml.md; Inhalt traegt Bildgebung-Copy-Paste-Defekt -> TODO:REVIEW
MIIIGModulLungenfunktion/TechnischeImplementierung/Index.page.md	RETIRED	Leerseite ('Diese Seite wurde absichtlich leer gelassen') - Containerfunktion uebernimmt das Menue	5	REVIEWED: 0 Textlaeufe ausser Ueberschrift
MIIIGModulLungenfunktion/TechnischeImplementierung/Terminologien.page.md	input/pagecontent/value-sets.md	semantic home REVIEWED: code-systems.md per M9 entfernt (0 CodeSysteme); Terminologie-Prosa gehoert zu den ValueSets	3	terminologien -> value-sets (Korrektur der Advice-Route)
MIIIGModulLungenfunktion/TechnischeImplementierung/CapabilityStatement.page.md	input/pagecontent/capability-statements.md	semantic home per routing-table	3	capabilitystatement -> capability-statements
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Index.page.md	input/pagecontent/profiles.md	an agreed page already owns the concern	3	REVIEWED: profiles.md ist die vereinbarte Seite, kein eigener Hub
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Bodyplethysmographie/Index.page.md	input/pagecontent/profiles.md	family overview - h3 section on profiles.md	2	REVIEWED: Seite besteht nur aus der Ueberschrift; wird Familiensektion
MIIIGModulLungenfunktion/TechnischeImplementierung/FHIR-Profile/Diffusion/Index.page.md	input/pagecontent/profiles.md	family overview - h3 section on profiles.md	2	REVIEWED: Seite besteht nur aus der Ueberschrift; wird Familiensektion
